id,discurso,nome,siglaPartido,siglaUf
3601732,"Por fim, Sr. Presidente, nesses 20 segundos que me restam, quero dizer aqui que temos que enfrentar, de peito aberto, os avanços da extrema direita agora alardeados pelo Elon Musk, que diz que vai desrespeitar as leis brasileiras, e há muitos Deputados aceitando isso. Nós fazemos as leis e aplaudimos aqueles que prometem desrespeitá-las. Que vergonha ouvir alguns Deputados falarem isso!",REIMONT,PT,RJ
3601732,"O senhor Elon Musk que faça o repúdio, por exemplo, à Arábia Saudita, ele que faça a lembrança do Apartheid da África de Sul, de onde ele é proveniente.",REIMONT,PT,RJ
3601732,"Sr. Presidente, sigamos juntos. Um grande abraço.",REIMONT,PT,RJ
3601732,Muito obrigado a todos e todas. Paz e bem!,REIMONT,PT,RJ
3601733,"- O.k., Deputado Reimont, do Rio de Janeiro.",GILBERTO_NASCIMENTO,PSD,SP
3601733,"Vamos agora ao Mato Grosso do Sul, para ouvir o Deputado Dr. Luiz Ovando. Enquanto o Deputado se dirige à tribuna, nós vamos passar ali pelo Tocantins, para ouvir o nosso Presidente da Frente Parlamentar Evangélica, Deputado Eli Borges.",GILBERTO_NASCIMENTO,PSD,SP
3601733,Tem V.Exa. a palavra.,GILBERTO_NASCIMENTO,PSD,SP
3601734,"- Presidente, eu gosto muito de ouvir o que se fala neste Parlamento e gosto muito do alto nível das propagandas do Governo.",ELI_BORGES,PL,TO
3601734,"No ano passado, por exemplo, foi anunciado o maior Plano Safra do Brasil, de 360 bilhões de reais. Mas quem foi ao banco viu que o dinheiro não chegou lá.",ELI_BORGES,PL,TO
3601734,"Agora foi anunciada uma resolução. Basicamente, já há um modelo do agronegócio, os bancos já operam basicamente aquela resolução, praticamente sem novidade. No meu Estado, por exemplo, os produtores de soja, que não tinham chuva até o mês de dezembro, e outros que convivem agora com o excesso de chuva, não estão no pacote, não sabem o que fazer para pagar as contas do banco.",ELI_BORGES,PL,TO
3601614,"No agronegócio há uma verba chamada custeio. A resolução não alcançou essa verba chamada custeio. Esses bons clientes que sustentam a economia brasileira, que puxam a economia brasileira no agronegócio estão em crise porque não conseguem pagar o banco e não foram enquadrados na resolução. Isso é muito grave! É preciso fazer um trabalho para a inclusão de todos que precisam renegociar suas dívidas e não perder o seu crédito para continuar produzindo para o Brasil e gerando divisas para o Brasil.",ELI_BORGES,PL,TO
3601614,"Muito obrigado, Presidente.",ELI_BORGES,PL,TO
3601615,"- O.k., Deputado Eli Borges, lá do nosso Tocantins.",GILBERTO_NASCIMENTO,PSD,SP
3601615,"Agora, sim, nós vamos ao Mato Grosso do Sul com o Deputado Dr. Luiz Ovando.",GILBERTO_NASCIMENTO,PSD,SP
3601615,Tem V.Exa. a palavra.,GILBERTO_NASCIMENTO,PSD,SP
3601616,"- Sr. Presidente Gilberto, é uma satisfação muito grande estar aqui e vê-lo à frente dos trabalhos desta Casa. Eu volto aqui após algum tempo e quero dizer aqui que isso motivado exatamente pelos desafios que estão colocados hoje para a Nação brasileira, principalmente para a Câmara Federal.",DR_LUIZ_OVANDO,PP,MS
3601616,"Nós temos visto constantemente um atropelar das leis pelo Supremo Tribunal Federal, infelizmente. O art. 102 tem sido esquecido e, lamentavelmente, isso tem repercutido principalmente sobre a liberdade das pessoas, porque estão com medo, medo de determinados Ministros ali do Supremo Tribunal Federal. Agora, nós vemos alguém de fora, um estrangeiro, colocando-se numa posição de defesa dos interesses, assumindo, inclusive, o papel que o Senado deveria, de forma intocável, assumir e defender os interesses do povo brasileiro. Infelizmente, isso não tem sido feito.",DR_LUIZ_OVANDO,PP,MS
3601616,"Hoje, nós estamos aqui na Câmara Federal para, dentro de alguns minutos, talvez horas, votarmos sobre a liberação daquele Deputado que foi preso pela determinação de um Ministro do Supremo Tribunal Federal. Eu quero dizer aqui e esclarecer de forma contundente que nós não fomos colocados na posição de juiz pelo povo brasileiro, aqueles que nos elegeram, os nossos representados. Eu quero dizer que nós fomos colocados aqui para zelar pelo Legislativo, e assim nós vamos fazer e, principalmente, destacar o art. 49, que diz respeito às prerrogativas das ações legislativas.",DR_LUIZ_OVANDO,PP,MS
3601616,"Eu quero deixar claro aqui que é fundamental que nós, Deputados Federais, votemos pela liberdade do Congresso. Caso contrário, esta será a última oportunidade, infelizmente, que teremos de ter nas mãos a capacidade de decidir e modular as ações de determinados poderes que têm extrapolado nas suas ações.",DR_LUIZ_OVANDO,PP,MS
3601616,"Muito obrigado, Sr. Presidente.",DR_LUIZ_OVANDO,PP,MS
3601598,"- Obrigado, Deputado Dr. Luiz Ovando. Agora nós vamos ouvir o Deputado Ricardo Maia. Logo em seguida, vamos ouvir a Deputada Natália Bonavides.",GILBERTO_NASCIMENTO,PSD,SP
3601598,Tem a palavra o Deputado Ricardo Maia.,GILBERTO_NASCIMENTO,PSD,SP
3601599,"- Sr. Presidente, Srs. Parlamentares, neste último final de semana tivemos chuvas fortes no sertão da Bahia, fazendo com que o açude de Cocorobó transbordasse, o que trouxe inundações para o Município de Canudos — a terra de Antônio Conselheiro — levando embora as irrigações. Nesse mesmo trajeto, a inundação chegou ao rio Vaza-Barris, levando-a até a cidade de Jeremoabo, uma inundação que não se via há mais de 40 anos. Levamos ao Ministro Waldez Góes solicitação de atendimento aos dois Municípios, que precisam urgentemente da intervenção do Governo do Estado e do Governo Federal para poderem voltar à normalidade da vida. Houve muitos prejuízos na agricultura, para o pequeno agricultor quanto à sustentabilidade da sua economia.",RICARDO_MAIA,MDB,BA
3601599,"Mas, Sr. Presidente, hoje foi um dia de muita felicidade para o povo do nosso Brasil, pois tivemos a retomada do programa Minha Casa Minha Vida rural e entidades. Às vezes, a quem mora em uma casa confortável, sendo Parlamentar ou não, é fácil usar a tribuna. Mas é difícil se saber a necessidade das pessoas do País que, durante muitos e muitos anos, viram estacionado o programa Minha Vida Minha Vida rural e entidades. São pessoas que precisam dessas unidades habitacionais. E hoje o nosso Presidente Luiz Inácio Lula da Silva assinou várias contratos para que tenhamos casas para todo o nosso País, especialmente para a minha Bahia, para o meu torrão, o meu sertão, para onde levamos 200 unidades habitacionais para a cidade de Heliópolis: 150 rurais e 50 do Minha Casa Minha Vida. Da mesma forma, levamos também para a cidade de Fátima: 150 casas para residência rural e 50 para a sede. Mais 50 casas para a unidade habitacional rural em Ribeira do Pombal, em Elísio Medrado, a terra em que meu filho é Prefeito; Tucano também será contemplado com 100 unidades habitacionais também do Minha Casa Minha Vida rural e entidades.",RICARDO_MAIA,MDB,BA
3601599,"E é esse contexto de felicidade que nos faz ser um Parlamentar, para participarmos de um momento histórico como esse. Sou uma pessoa que votou desde 1994 no Presidente Lula, e hoje estou ao lado dele na assinatura desses contratos, trazendo mais dignidade para o nosso povo.",RICARDO_MAIA,MDB,BA
3601599,"Sr. Presidente, eu vejo muito nas mídias, vejo muito na tribuna se falar do Ministro Rui Costa. O Ministro Rui Costa foi Governador do nosso Estado da Bahia por 8 anos. Um Governador que, em 2014, se apresentou com 5% das intenções de votos numa pesquisa, e lá convenceu o grupo político que formatou a sua candidatura e ele se elegeu Governador. Fez um trabalho excelente nos quatro cantos do nosso Estado, desenvolvendo a área da saúde, tendo conseguido se reeleger, agora com um patamar de 75% dos votos válidos na nossa terra.",RICARDO_MAIA,MDB,BA
3601599,"Para concluir, Sr. Presidente, é com muita honra que nós, baianos e baianas, tivemos o nosso Ministro Rui Costa como Governador por 8 anos, trazendo desenvolvimento para o nosso Estado. E os frutos desses 8 anos são colhidos até hoje, quando a Bahia foi entregue ao nosso Governador Jerônimo com diversas escolas modernizadas. De fato, o Governador Rui Costa cuidou do povo baiano.",RICARDO_MAIA,MDB,BA
3601599,"Tendo que se livrar, querendo fugir da cadeia, através de uma delação premiada, uma senhora cita o nome de um dos homens mais importantes do nosso País, no momento em que este homem está ao lado do nosso Presidente Luiz Inácio Lula da Silva formatando gestão, formatando governança para, assim, desenvolver este Brasil.",RICARDO_MAIA,MDB,BA
3601625,"- Depois do nosso Deputado Ricardo Maia, da Bahia, agora nós vamos ao Rio Grande do Norte com a Deputada Natália Bonavides.",GILBERTO_NASCIMENTO,PSD,SP
3601625,"Enquanto a Deputada dirige-se à tribuna, o nosso Deputado Reimont também pediu 1 minuto.",GILBERTO_NASCIMENTO,PSD,SP
3601625,Tem V.Exa. a palavra.,GILBERTO_NASCIMENTO,PSD,SP
3601626,"- Presidente, muito obrigado por ceder-me 1 minuto.",REIMONT,PT,RJ
3601626,"Eu quero registrar a presença do meu irmão Reginaldo, que está nos visitando aqui.",REIMONT,PT,RJ
3601626,"O Reginaldo é funcionário da Caixa Econômica Federal e é um daqueles que, com o povo das Minas Gerais, tem lutado muito para a conservação da Caixa Econômica 100% pública.",REIMONT,PT,RJ
3601626,"Nós temos essa grande tarefa. Nós vivemos um momento no Governo Bolsonaro, em que a Caixa Econômica quase, quase, quase, quase foi entregue. Nós, então, fizemos e continuamos fazendo essa luta para que a Caixa, com tudo aquilo que ela tem, inclusive com as loterias, permaneçam com a Caixa, porque nós sabemos da sua importância.",REIMONT,PT,RJ
3601626,Registro a presença do Reginaldo no nosso Parlamento e agradeço a sua a visita.,REIMONT,PT,RJ
3601626,"Muito obrigado, Sr. Presidente.",REIMONT,PT,RJ
3601687,"- Deputado Reimont, primeiro, quero dar as boas-vindas também ao seu ilustre visitante nesta tarde e parabenizá-lo por ter também um grande representante aqui nesta Casa, como o Deputado Reimont que representa tão bem o nosso Rio de Janeiro.",GILBERTO_NASCIMENTO,PSD,SP
3601687,Sejam felizes!,GILBERTO_NASCIMENTO,PSD,SP
3601687,Uma boa tarde ao senhor.,GILBERTO_NASCIMENTO,PSD,SP
3601687,"Agora, vamos ao Rio Grande do Norte, com a nossa Deputada Natália Bonavides.",GILBERTO_NASCIMENTO,PSD,SP
3601687,Tem V.Exa. a palavra.,GILBERTO_NASCIMENTO,PSD,SP
3601627,"- Obrigada, Presidente.",NATÁLIA_BONAVIDES,PT,RN
3601627,"Sr. Presidente, eu gostaria aqui de manifestar o nosso apoio à luta que sindicatos de servidores, como o SINSENAT, o SINDJUSTIÇA, estão travando para resolver uma injustiça que está sendo praticada contra toda uma geração de servidores públicos que dedicou suas vidas para prestar um serviço público de qualidade.",NATÁLIA_BONAVIDES,PT,RN
3601627,"Eu me refiro à situação que o STF decidiu que servidores que ingressaram no serviço público antes de 1.988 não teriam os mesmos direitos que aqueles que ingressaram após, não teriam os mesmos direitos de aposentadoria, de regras de progressão. Isso irá provocar um enorme caos no serviço público, porque ao redor de todo o País, nós temos a possibilidade de uma crise que quebra, inclusive, a expectativa de toda uma geração de servidores.",NATÁLIA_BONAVIDES,PT,RN
3601627,"No meu Estado, por exemplo, a consequência dessa decisão foi que o Tribunal de Contas estabeleceu um prazo limite para que esses servidores antigos pudessem se aposentar. Essa decisão até foi suspensa pelo STF, através de uma liminar, mas imaginem a situação de insegurança que persiste hoje em dia na vida dos servidores. Afinal, trata-se apenas de uma liminar.",NATÁLIA_BONAVIDES,PT,RN
3601627,"Em Natal, caso os servidores antigos precisem aposentar-se, vai ocorrer que, de uma vez só, mais de 1.500 servidores municipais, mais de 3 mil servidores estaduais vão deixar o serviço público. Isso fará com que as pessoas com mais de 60 anos, que é o perfil da maioria dessas pessoas atingidas, percam uma parte importantíssima da sua renda, em uma idade que, inclusive, é difícil realocação profissional. Além disso, poderia parar importantes serviços públicos, porque seria impossível repor essa quantidade de servidores de uma vez só. Além disso, tem um impacto econômico para cidades, como a minha cidade de Natal, que tem uma parte importante dos trabalhadores empregados no serviço público. E, mesmo com a suspensão daquela decisão por uma liminar, é uma injustiça que persiste. E persiste pela insegurança de ter parte dos seus direitos sendo preservados somente por uma liminar. E a questão não é só aposentadoria. Há direitos, como o de progressão funcional, que estão sendo retirados desses servidores que dedicaram suas vidas ao serviço público.",NATÁLIA_BONAVIDES,PT,RN
3601592,"Então, eu peço o apoio da Mesa, das Deputadas e dos Deputados presentes, para que nós aprovemos o mais breve possível as PECs que tratam sobre esse tema, como a PEC 422, de 2014, para garantirmos que esses servidores não vejam minguar a sua fonte de renda e para assegurar a continuidade da prestação do serviço público.",NATÁLIA_BONAVIDES,PT,RN
3601592,"Se o Presidente me der mais 1 minuto, eu gostaria de tratar aqui de um tema, ainda, que é deixar o nosso total apoio à luta das servidoras e dos servidores das instituições federais de ensino que estão se mobilizando para fazer aquilo que o Presidente Lula falou que precisava ser feito. Quando Lula anunciou o fim do trabalho da equipe de transição, no final de 2022, ele disse ao País que era preciso que a população cobrasse. E isso, inclusive, foi reiterado por ele, em uma entrevista que ele deu no início deste mês, porque cobrar é ajudar o Governo a achar caminhos. Então, um Governo que é liderado por um sindicalista, um partido que é dos trabalhadores, sabe muito bem a importância da greve para a conquista de direitos.",NATÁLIA_BONAVIDES,PT,RN
3601592,"Por isso, Presidente, eu quero registrar o nosso apoio e o reconhecimento da legitimidade das greves que estão ocorrendo nos institutos federais, como o IFRN, em universidades federais, como a UFRN, porque é a organização de trabalhadores e trabalhadoras que pode fazer, por exemplo, que a maior categoria de servidores do Executivo Federal, como os TAE, os Técnicos Administrativos em Educação, deixem de ser a carreira mais desvalorizada do serviço público. Só a organização de trabalhadores e trabalhadoras vai poder fazer, inclusive, com que a pressão de determinados setores, aqui do Congresso, pelo controle do orçamento, seja revertida para, assim, acabarmos com o sufocamento orçamentário das instituições federais de ensino.",NATÁLIA_BONAVIDES,PT,RN
3601592,"Então, todo o apoio aos trabalhadores e trabalhadoras das instituições federais de ensino. Contem com o nosso mandato nessa luta justa e legítima.",NATÁLIA_BONAVIDES,PT,RN
3601592,"Muito obrigada, Presidente. Eu peço que este pronunciamento seja transmitido no programa A Voz do Brasil.",NATÁLIA_BONAVIDES,PT,RN
3601592,Obrigada.,NATÁLIA_BONAVIDES,PT,RN
3601631,"- O.k., Deputada Natália Bonavides, lá do nosso Rio Grande do Norte. Atendendo ao pedido de V.Exa., seu pronunciamento será divulgado em todos os órgãos de comunicação desta Casa.",GILBERTO_NASCIMENTO,PSD,SP
3601631,"Nós vamos, então...",GILBERTO_NASCIMENTO,PSD,SP
3601631,"Deputado Otoni de Paula, V.Exa. estava inscrito em 8º ou 9º lugar, mas como V.Exa. está presente no plenário, pode usar a palavra.",GILBERTO_NASCIMENTO,PSD,SP
3601631,"Tem V.Exa. a palavra, Deputado Otoni de Paula.",GILBERTO_NASCIMENTO,PSD,SP
3601652,"V.Exa. será logo em seguida. E também a Deputada Alice Portugal. Daqui a pouquinho, vamos passar por Minas Gerais. Como é vizinho, então vamos chegar à Bahia rapidinho. E vamos ter que passar também pelo Deputado Idilvan Alencar, do Ceará. S.Exa. está me olhando e falando: ""E eu?"" Daqui a pouco, o Deputado Idilvan também estará falando.",GILBERTO_NASCIMENTO,PSD,SP
3601652,"Deputado Otoni de Paula, tem V.Exa. a palavra.",GILBERTO_NASCIMENTO,PSD,SP
3601593,"- Senhoras e senhores, o Rio de Janeiro se tornou a quarta pior cidade do mundo em tempo médio de gasto em transporte público. No entanto, vimos, ontem, a importância que o Prefeito Eduardo Paes dá à mobilidade urbana e ao transporte público da cidade. Mesmo convocado pela Câmara Municipal para a audiência pública presidida pelo Vereador Felipe Michel, para que fosse avaliado o caos que se tornou a Avenida Brasil depois do erro, da falta de cálculo da Prefeitura dos impactos que iriam acontecer após a inauguração da Transbrasil, o Prefeito Eduardo Paes simplesmente não compareceu à audiência pública e sequer enviou um representante. A ausência do Prefeito da cidade levanta um questionamento claro sobre o seu comprometimento com a necessidade clara que a população tem de um transporte público de qualidade e de uma mobilidade de qualidade.",OTONI_DE_PAULA,MDB,RJ
3601656,"Política, minha gente, é serviço. É imprescindível que nossos representantes estejam verdadeiramente comprometidos em servir a coletividade e buscar as soluções que vão beneficiar o conjunto da sociedade, e não aos seus próprios interesses. Infelizmente, a mobilidade urbana parece não ser a prioridade nesta atual gestão.",OTONI_DE_PAULA,MDB,RJ
3601656,"Sr. Presidente, Srs. Deputados, não é de hoje que eu venho alertando desta tribuna para o impacto das mudanças climáticas no nosso Rio de Janeiro, em especial, na cidade do Rio de Janeiro, e, mais especialmente ainda, na população mais vulnerável. Ocorrem tragédias e mais tragédias, anunciadas na cidade do Rio de Janeiro a cada chuva.",OTONI_DE_PAULA,MDB,RJ
3601656,"Nós sabemos que as mudanças de clima afetam desproporcionalmente a muitos, mas, principalmente, a população menos favorecida. Frequentemente, as comunidades localizadas em áreas vulneráveis e em áreas carentes, com falta de infraestrutura, representam a população que mais sofre. Infelizmente, não há compromisso do atual Prefeito com a política ambiental. Portanto, acusar as chuvas é a única saída para justificar o caos.",OTONI_DE_PAULA,MDB,RJ
3601656,"Nos últimos anos, eu tenho proposto nesta Casa Legislativa propostas no sentido de nós termos leis que se comprometam com o clima, que se comprometam com a política ambiental. A favela está sofrendo, o pobre está sofrendo, e, infelizmente, nada está sendo feito para melhorar essas condições.",OTONI_DE_PAULA,MDB,RJ
3601657,"- O.k., Deputado Otoni Moura de Paula, do Rio de Janeiro.",GILBERTO_NASCIMENTO,PSD,SP
3601657,"Vamos ouvir o Deputado Idilvan Alencar, do Ceará. Depois, vamos a Minas Gerais e à Bahia.",GILBERTO_NASCIMENTO,PSD,SP
3601657,"Enquanto o Deputado Idilvan se dirige à tribuna, concedo 1 minuto ao Deputado Gilvan da Federal, do Espírito Santo, por 1 minuto.",GILBERTO_NASCIMENTO,PSD,SP
3601658,"- Obrigado, Presidente.",GILVAN_DA_FEDERAL,PL,ES
3601658,"Hoje, mais uma vez, é um momento histórico para a Câmara dos Deputados. Vamos mostrar para o Brasil se vamos respeitar a Constituição ou atropelá-la, se mais uma vez nós iremos nos acovardar diante de uma decisão ilegal de um Ministro do Supremo Tribunal Federal.",GILVAN_DA_FEDERAL,PL,ES
3601658,"O Deputado Brazão, todos aqui sabem, está sendo acusado de mandante do assassinato da Vereadora Marielle. A Constituição é bem clara, no seu art. 53, § 2º: Nenhum Deputado pode ser preso, senão em flagrante Deputado. Nenhum Deputado ou Senador pode ser preso, senão em flagrante delito. Então, o mandado de prisão preventiva não existe para Deputado ou Senador. Eu não estou julgando o mérito. Se ele foi responsável pelo assassinato da Vereadora Marielle, que ele seja condenado e punido dentro do devido processo legal e apodreça na cadeia. Nesse caso, eu mesmo votarei pela cassação. Mas, hoje, nós iremos votar pela formalidade da prisão, se é legal ou ilegal. E a Constituição é bem clara: nenhum Deputado pode ser preso senão em flagrante delito por crime inafiançável.",GILVAN_DA_FEDERAL,PL,ES
3601619,"Obrigado, Presidente. Ficarei ao lado da Constituição.",GILVAN_DA_FEDERAL,PL,ES
3601620,"- Depois do Deputado Gilvan da Federal, nós vamos ao Ceará, com o Deputado Idilvan Alencar.",GILBERTO_NASCIMENTO,PSD,SP
3601620,"Tem V.Exa. a palavra, Deputado.",GILBERTO_NASCIMENTO,PSD,SP
3601621,"- Presidente, a minha fala hoje diz respeito à educação superior deste País, especialmente nas universidades federais e nos institutos federais.",IDILVAN_ALENCAR,PDT,CE
3601621,"Todos conhecem a minha luta, desde 2019, contra restrições orçamentárias. Fui à rua, protestei e lutei. Eu exerço um mandato coerente. Não é por ser Situação que agora eu posso ficar calado. Então, se você é a favor do servidor e de mais dinheiro nos institutos federais e nas universidades, tem que ser Situação ou Oposição.",IDILVAN_ALENCAR,PDT,CE
3601621,"Eu venho falar hoje sobre recomposição orçamentária. Houve uma, mas não foi suficiente. A minha fala diz respeito aos servidores, que são o maior patrimônio dessas instituições. Então, o meu apoio, a minha fala de solidariedade ao movimento da UFC, da UFCA, da Unilab e, de forma muito especial, dos TAEs, os técnico-administrativos em educação. Eles são de suma importância, mas são invisíveis, sob o ponto de valorização financeira. Eles acumulam perdas superiores a 50% ao longo dos últimos anos. De cada 10 que investem no concurso, 7 estão saindo e 3 estão sobrecarregados. Dados do próprio Governo mostram que eles estão adoecendo. Então, é preciso dar importância ao tema.",IDILVAN_ALENCAR,PDT,CE
3601621,"No Brasil participativo, em que se debate o orçamento participativo, a proposta mais votada do Ministro da Educação foi para valorizar os TAEs. Mas isso não aconteceu. Passados 8 meses — tiveram esperança — a proposta não foi realizada. Ainda hoje, um grupo de Deputados, eu, a Deputada Alice Portugal, vamos ao Ministério da Gestão e da Inovação cobrar uma mesa de negociação e a valorização.",IDILVAN_ALENCAR,PDT,CE
3601621,"Então, fica o meu apelo ao Ministério da Educação, ao Ministério da Gestão e da Inovação, a este Parlamento para valorizar os TAEs. Neste momento, estudantes são prejudicados. Por quê? Por conta do movimento justo, ordeiro. E eu quero dizer que o meu mandato Parlamentar está, sim, à disposição dos servidores, dos docentes das universidades federais e dos institutos federais. Temos que valorizá-los.",IDILVAN_ALENCAR,PDT,CE
3601621,"Queria que meu pronunciamento fosse divulgado no programa A Voz do Brasil, Presidente.",IDILVAN_ALENCAR,PDT,CE
3601628,"- O.k., Deputado Idilvan. Atendendo ao pedido de V.Exa., o seu pronunciamento será divulgado em todos os órgãos de comunicação desta Casa.",GILBERTO_NASCIMENTO,PSD,SP
3601628,"Agora nós vamos ouvir o 25º inscrito, o Deputado Rogério Correia. Depois do Deputado Rogério Correia, nós precisamos ir até o Padre João. E, depois do Padre João, nós vamos ouvir a Deputada Clarissa. Daqui a pouco chegamos à Bahia e ao Piauí. Já estamos lá em cima.",GILBERTO_NASCIMENTO,PSD,SP
3601628,"Tem V.Exa. a palavra, Deputado Rogério Correia.",GILBERTO_NASCIMENTO,PSD,SP
3601622,"- Obrigado, Presidente.",ROGÉRIO_CORREIA,PT,MG
3601622,"Sr. Presidente, nós temos uma votação hoje muito importante nesta Casa. Trata-se de saber se esta Casa irá libertar, deixar sair da prisão aquele que está preso porque está sendo acusado de ser um dos mandantes do assassinato de Marielle e Anderson, um dos assassinatos mais hediondos e mais antidemocráticos deste País. Há 6 anos há uma investigação sobre isso.",ROGÉRIO_CORREIA,PT,MG
3601793,"Além do Deputado Chiquinho Brazão, também o irmão dele, Domingos Brazão, e o delegado Rivaldo Barbosa, todos estão presos por obstrução de justiça e são hoje réus por serem mandantes.",ROGÉRIO_CORREIA,PT,MG
3601793,"Quem assassinou os denunciou, e era vizinho de Jair Bolsonaro. A relação entre a ultradireita e esse assassinato me parece óbvia, porque nesta relação estão os milicianos, os opositores de Marielle. Ela queria que não prevalecesse no Rio de Janeiro a existência dessas milícias, que, por muitas vezes, confundem-se com as polícias, e muitas vezes se confundem com mercadores mentirosos da fé.",ROGÉRIO_CORREIA,PT,MG
3601793,"O Rio de Janeiro, portanto, virou muito, mas muito deste emaranhado ultradireitista, que tem, infelizmente, infelicitado o Estado do Rio de Janeiro e o Brasil como todo.",ROGÉRIO_CORREIA,PT,MG
3601793,"Agora, a ultradireita quer votar saidinha para Brazão. Falaram que um bandido não pode de forma alguma sair para o Natal para ver a família, mas o Brazão pode sair para tentar continuar obstruindo a justiça, que quer saber quem mandou matar Marielle. Aí eles deixam o Brazão sair; é saidinha para o Brazão.",ROGÉRIO_CORREIA,PT,MG
3601793,"Querem votar anistia para o Bolsonaro, que tentou dar um golpe no Brasil, e já existe projeto de lei para essa anistia. Quer dizer que, para eles, bandido bom é bandido solto, é bandido cometendo outros crimes, se for bandido deles. E hoje isso está absolutamente claro.",ROGÉRIO_CORREIA,PT,MG
3601793,"Vi agora um Deputado dando desculpa de que é questão da Constituição. Esse Deputado não vai ter desculpa para dar aqui, porque a Comissão de Constituição e Justiça acabou de provar e aprovar que é justa e que tem que se manter a prisão de Chiquinho Brazão. E agora? Ele vai dizer que a CCJ não tem razão? Pois foi aprovado, exatamente agora, neste momento, o parecer da Comissão pela manutenção da prisão.",ROGÉRIO_CORREIA,PT,MG
3601793,"O que eles querem votar, na verdade, é absolvição, é tentativa de retirar a culpa de alguém que tem com eles uma ligação muito grande, e também com as milícias, para as quais a própria família de Bolsonaro chegou a dar medalhas.",ROGÉRIO_CORREIA,PT,MG
3601793,Essa relação promíscua entre milícia e política não pode prevalecer aqui no Plenário desta Casa. O Plenário aqui tem que ser limpo e claro. Não existe relação possível entre política e milícia. Ele não pode ficar solto para continuar obstruindo a Justiça. Eu quero ver no que vai dar essa votação aqui. Os que não vierem também estarão condizentes com a absolvição de Chiquinho Brazão e estarão tramando contra a punição daqueles que mandaram assassinar a Marielle.,ROGÉRIO_CORREIA,PT,MG
3601793,"O Brasil não pode se calar, e eu também não me calo, aqui. Não tenho medo desse pessoal que hoje, em nome da Constituição, quer fazer com que prevaleça o crime hediondo que foi cometido contra uma mulher negra, uma vereadora de morro e de favela. Que se faça justiça nesta Casa como se fez no Supremo: por unanimidade.",ROGÉRIO_CORREIA,PT,MG
3601793,"Muito obrigado, Presidente.",ROGÉRIO_CORREIA,PT,MG
3601795,"- O.k., Deputado Rogério Correia, lá de Minas Gerais.",GILBERTO_NASCIMENTO,PSD,SP
3601795,"Nós vamos continuar em Minas Gerais, com o Deputado Padre João. Tem S.Exa. a palavra.",GILBERTO_NASCIMENTO,PSD,SP
3601795,"Deputada Clarissa, daqui a pouquinho já chamo V.Exa.",GILBERTO_NASCIMENTO,PSD,SP
3601756,"- Sr. Presidente, colegas Deputadas e Deputados, hoje é um dia muito importante para nós, para o povo brasileiro, porque aprovamos, no Senado, a criação de uma política estratégica que é a Política Nacional da Agricultura Urbana e Periurbana, matéria que já tinha sido apreciada nesta Casa, foi ao Senado e agora já vai ao plenário do Senado. Isso dá uma destinação correta, justa aos terrenos que estão ociosos, sejam urbanos, sejam periurbanos. Muitas áreas que são motivo de insegurança, de problemas se tornam solução.",PADRE_JOÃO,PT,MG
3601756,"Outro ponto importante, Presidente, é o Minha Casa, Minha Vida — Entidades. Está aqui o Deputado Leleco, que foi eleito nosso assessor lá atrás, em 2013.",PADRE_JOÃO,PT,MG
3601756,"Os nossos assessores, Deputado Nilto Tatto, de base são eleitos. Hoje, nós temos 19 assessores eleitos. Houve assessor que foi eleito que tinha votado em outro Deputado. E aí não tinha sido eleito. Veio para a assessoria, porque foi eleito, e nós respeitamos. Depois, o Deputado Leleco assumiu a assessoria temática. Nós temos assessoria de base e assessoria temática, que é da linha de moradia. E ajudou muito na estruturação das entidades, porque havia um programa nacional, mas o povo não estava organizado para usufruir dessas políticas e desse programa.",PADRE_JOÃO,PT,MG
3601756,"Então, eu quero aqui agradecer e reconhecer a luta do Deputado Leleco. E, hoje, nós estamos num mesmo projeto denominado Juntos para Servir. É uma fusão do mandato federal, do mandato estadual com a mesma equipe, com o mesmo conselho político, que é deliberativo, uma assembleia geral deliberativa.",PADRE_JOÃO,PT,MG
3601756,"Então, só em Minas Gerais, hoje, o Lula lança 2.398 casas rurais e urbanas, que são importantes para Minas Gerais, mas todas entidades. E, no âmbito do País, são 75 mil casas rurais e 37 mil urbanas. Então, são mais rurais. É muito importante nós termos essa atenção com o rural, dar perspectiva para a nossa juventude de ter acesso à terra, acesso à moradia, acesso à energia elétrica, acesso à Internet.",PADRE_JOÃO,PT,MG
3601756,A Caixa Econômica Federal é sempre parceira.,PADRE_JOÃO,PT,MG
3601756,"Então, é uma grande conquista para o povo brasileiro, para os que estão esquecidos.",PADRE_JOÃO,PT,MG
3601756,"Hoje, com esse lançamento, o Presidente Lula mostra essa grande sensibilidade.",PADRE_JOÃO,PT,MG
3601756,"Presidente e caras Deputadas e Deputados, V.Exas. não imaginam a dimensão do PAC, do Minha Casa, Minha Vida na geração de emprego e renda. Eu não tenho dúvida de que, no ano que vem, numa época dessas, o índice de desemprego estará lá embaixo, porque todas essas ações, além do beneficiário direto da política e do programa, geram emprego e renda desde a extração de areia, para eletricista, carpinteiro, pedreiro.",PADRE_JOÃO,PT,MG
3601756,"Então, parabéns, Presidente Lula e equipe! Registamos a nossa gratidão, em nome da nossa juventude rural, em nome dos que estão também na periferia, em nome das entidades que são protagonistas dessa política estratégica.",PADRE_JOÃO,PT,MG
3601756,Muito obrigado.,PADRE_JOÃO,PT,MG
