"";"classe 1";"classe 2";"classe 3";"classe 4";"classe 5"
"jerônimo";-1,808;-0,903;14,368;-0,92;-1,027
"inscrever";-0,297;-1,085;-2,117;-1,106;18,913
"indicar";14,002;-0,903;-1,762;-0,92;-1,027
"hospital";1,726;-1,085;-0,27;1,477;-1,234
"habitação";-1,808;28,044;-1,762;-0,92;-1,027
"governo_federal";-2,172;-1,085;10,368;0,007;-1,234
"geral";-0,297;-1,085;5,221;0,007;-1,234
"gente";-2,172;-1,085;5,221;1,477;-1,234
"gaúcho";-2,172;0,01;0,172;5,517;-1,234
"federação";0,148;-1,085;-0,27;-1,106;4,687
"extremo";2,915;-0,903;0,518;-0,92;-1,027
"executivo";-0,004;-0,721;5,038;-0,735;-0,821
"ex";2,915;-0,903;-0,092;0,079;-1,027
"encerrar";16,824;-1,085;-2,117;-1,106;-1,234
"diferente";-0,297;-1,085;10,368;-1,106;-1,234
"determinar";16,824;-1,085;-2,117;-1,106;-1,234
"custódia";7,424;-0,903;-1,762;0,079;-1,027
"cuidado";-2,172;0,01;10,368;-1,106;-1,234
"criticar";-0,004;3,772;-1,408;0,28;-0,821
"contrato";-2,172;5,672;1,823;-1,106;-1,234
"construção";0,476;2,397;-0,092;-0,92;-1,027
"comunidade";-1,444;3,772;-0,002;0,28;-0,821
"compreender";-0,107;0,089;-0,092;2,318;-1,027
"começar";-1,808;0,089;7,656;-0,92;-1,027
"cometer";10,064;0,01;-2,117;-1,106;-1,234
"citar";-1,808;28,044;-1,762;-0,92;-1,027
"cidadão";-1,808;-0,903;7,656;0,079;-1,027
"casa";-0,004;11,141;-1,408;-0,735;-0,821
"buscar";-2,172;0,01;0,172;5,517;-1,234
"breve";-1,444;0,299;-0,002;3,669;-0,821
"brasília";-2,172;-1,085;-0,27;21,305;-1,234
"bloco";-0,107;-0,903;-1,762;-0,92;14,2
"autazes";-1,444;22,407;-1,408;-0,735;-0,821
"atual";0,148;5,672;-0,27;-1,106;-1,234
"atividade";-0,297;0,01;5,221;-1,106;-1,234
"atingir";7,424;0,089;-1,762;-0,92;-1,027
"atacar";-1,444;0,299;5,038;-0,735;-0,821
"argentino";-1,444;-0,721;-1,408;21,981;-0,821
"anápolis";-1,444;-0,721;-0,002;10,903;-0,821
"ambiental";-2,172;21,75;-0,27;-1,106;-1,234
"agricultor";-2,172;-1,085;17,264;-1,106;-1,234
"advogado";0,148;-1,085;-0,27;-1,106;4,687
"acolhimento";-1,808;-0,903;-1,762;27,51;-1,027
"acesso";0,074;0,767;0,086;-0,551;-0,615
"visitar";-1,808;0,089;-1,762;16,033;-1,027
"visita";-1,808;0,089;-0,092;7,636;-1,027
"vaga";-1,444;3,772;-1,408;3,669;-0,821
"tribunal";7,424;-0,903;-0,092;-0,92;-1,027
"transferência";-1,082;-0,54;8,599;-0,551;-0,615
"tetê";-1,082;-0,54;2,601;0,736;-0,615
"sujeito";2,915;-0,903;-0,092;0,079;-1,027
"soltura";11,188;-0,721;-1,408;-0,735;-0,821
"silvana";-1,444;-0,721;-1,408;21,981;-0,821
"significativo";-1,444;11,141;-1,408;0,28;-0,821
"senador";4,876;-0,721;-0,002;-0,735;-0,821
"secretário";-0,004;-0,721;-0,002;3,669;-0,821
"salarial";-1,808;0,089;7,656;-0,92;-1,027
"rua";-1,808;0,089;0,518;2,318;-1,027
"rio";-1,808;0,089;-0,092;7,636;-1,027
"rezar";4,876;-0,721;-0,002;-0,735;-0,821
"retomada";-1,444;11,141;-0,002;-0,735;-0,821
"responder";4,876;0,299;-1,408;-0,735;-0,821
"relatório";7,424;-0,903;-1,762;0,079;-1,027
"regra";0,476;-0,903;0,518;0,079;-1,027
"regimental";0,476;-0,903;-1,762;-0,92;6,619
"rato";-1,444;-0,721;-1,408;21,981;-0,821
"qualidade";-1,444;0,299;1,212;0,28;-0,821
"providência";1,148;-0,721;1,212;-0,735;-0,821
"proagro";-1,444;-0,721;11,48;-0,735;-0,821
"preservação";2,915;-0,903;0,518;-0,92;-1,027
"preservar";0,074;-0,54;2,601;-0,551;-0,615
"prejudicar";0,476;-0,903;3,039;-0,92;-1,027
"prefeitura";-1,808;28,044;-1,762;-0,92;-1,027
"prazo";-0,107;-0,903;-0,092;-0,92;6,619
"porto";-0,107;2,397;-1,762;2,318;-1,027
"pior";-0,107;2,397;0,518;-0,92;-1,027
"pessoal";11,188;-0,721;-1,408;-0,735;-0,821
"persistir";-0,004;0,299;1,212;-0,735;-0,821
"pernambuco";-1,444;-0,721;-0,002;-0,735;9,617
"pequeno";-0,107;-0,903;7,656;-0,92;-1,027
"penal";7,424;-0,903;-0,092;-0,92;-1,027
"pena";0,074;-0,54;0,086;0,736;-0,615
"pcc";-1,808;28,044;-1,762;-0,92;-1,027
"participação";-0,107;7,825;-0,092;-0,92;-1,027
"orientação";-1,808;-0,903;-1,762;-0,92;24,639
"oposição";-1,444;0,299;1,212;0,28;-0,821
"opinião";2,915;0,089;-0,092;-0,92;-1,027
"mídia";0,074;0,767;0,086;-0,551;-0,615
"musk";-0,107;7,825;-0,092;-0,92;-1,027
"monetário";-1,082;-0,54;8,599;-0,551;-0,615
"micareta";-1,082;-0,54;8,599;-0,551;-0,615
"memória";0,476;0,089;-0,092;0,079;-1,027
"melles";0,074;-0,54;-1,054;6,041;-0,615
"medo";11,188;-0,721;-1,408;-0,735;-0,821
"matar";11,188;-0,721;-1,408;-0,735;-0,821
"ler";7,424;-0,903;-1,762;0,079;-1,027
"leleco";-1,444;3,772;-1,408;3,669;-0,821
"leitura";14,002;-0,903;-1,762;-0,92;-1,027
"inúmero";-1,808;0,089;3,039;0,079;-1,027
"internet";-1,082;0,767;2,601;-0,551;-0,615
"instituto";-0,107;-0,903;-0,092;7,636;-1,027
"inscrito";-1,808;0,089;-1,762;-0,92;14,2
"infra-estrutura";-1,808;7,825;-0,092;0,079;-1,027
"informar";2,915;-0,903;-0,092;-0,92;0,033
"inafiançabilidade";14,002;-0,903;-1,762;-0,92;-1,027
"importar";-1,808;16,374;-0,092;-0,92;-1,027
"honrado";-1,808;-0,903;-0,092;0,079;6,619
"histórico";0,476;2,397;-0,092;-0,92;-1,027
"geração";-1,808;7,825;0,518;-0,92;-1,027
"fácil";4,876;0,299;-1,408;-0,735;-0,821
"fundo";-1,444;-0,721;-0,002;10,903;-0,821
"extração";-1,808;28,044;-1,762;-0,92;-1,027
"espécie";-1,082;-0,54;8,599;-0,551;-0,615
"envolver";2,915;2,397;-1,762;-0,92;-1,027
"ensino";-1,808;0,089;7,656;-0,92;-1,027
"elon";-0,107;7,825;-0,092;-0,92;-1,027
"elemento";1,148;-0,721;1,212;-0,735;-0,821
"eleito";0,074;6,181;-1,054;-0,551;-0,615
"efetivo";-0,107;2,397;0,518;-0,92;-1,027
"déficit";-1,808;28,044;-1,762;-0,92;-1,027
"diverso";0,476;-0,903;3,039;-0,92;-1,027
"dito";4,876;-0,721;-0,002;-0,735;-0,821
"distrito";-1,444;0,299;5,038;-0,735;-0,821
"digno";-1,808;-0,903;-0,092;2,318;1,897
"destacar";0,476;0,089;0,518;-0,92;-1,027
"demanda";-1,808;0,089;3,039;0,079;-1,027
"delito";11,188;-0,721;-1,408;-0,735;-0,821
"cumprimentar";-1,808;2,397;-1,762;7,636;-1,027
"criança";-0,107;0,089;-1,762;7,636;-1,027
"conviver";1,148;-0,721;-0,002;0,28;-0,821
"convidar";-1,808;-0,903;-0,092;16,033;-1,027
"contemplar";-0,004;3,772;-0,002;-0,735;-0,821
"conselheiro";2,915;-0,903;-0,092;0,079;-1,027
"conscientização";-1,808;-0,903;-1,762;27,51;-1,027
"congresso";-0,107;-0,903;3,039;0,079;-1,027
"concreto";2,915;-0,903;0,518;-0,92;-1,027
"concessão";-0,107;0,089;3,039;-0,92;-1,027
"censurar";0,074;0,767;0,086;-0,551;-0,615
"ccj";14,002;-0,903;-1,762;-0,92;-1,027
"catarinense";-0,107;-0,903;0,518;2,318;-1,027
"cassação";14,002;-0,903;-1,762;-0,92;-1,027
"caminhar";-0,107;2,397;-0,092;0,079;-1,027
"bonito";0,074;-0,54;-1,054;6,041;-0,615
"bairro";-1,808;16,374;-0,092;-0,92;-1,027
"baiano";-1,444;-0,721;11,48;-0,735;-0,821
"autoria";-1,808;-0,903;0,518;7,636;-1,027
"autor";-0,004;-0,721;5,038;-0,735;-0,821
"autismo";-1,808;-0,903;-1,762;27,51;-1,027
"atuação";2,915;-0,903;0,518;-0,92;-1,027
"arroio";-1,444;0,299;-1,408;10,903;-0,821
"análise";0,476;-0,903;3,039;-0,92;-1,027
"anterior";-0,107;16,374;-1,762;-0,92;-1,027
"ajudar";-1,808;7,825;-0,092;0,079;-1,027
"agrário";-1,082;-0,54;8,599;-0,551;-0,615
"acolher";-0,107;-0,903;-1,762;16,033;-1,027
"aceitar";-1,808;-0,903;7,656;0,079;-1,027
"absoluto";11,188;-0,721;-1,408;-0,735;-0,821
"único";-0,004;11,141;-1,408;-0,735;-0,821
"ética";11,188;-0,721;-1,408;-0,735;-0,821
"época";-0,004;3,772;-0,002;-0,735;-0,821
"vulnerável";-1,082;0,767;2,601;-0,551;-0,615
"vizinho";-0,004;-0,721;1,212;-0,735;0,185
"violência";1,148;-0,721;1,212;-0,735;-0,821
"vinda";-1,444;-0,721;-0,002;10,903;-0,821
"viabahia";-1,444;-0,721;11,48;-0,735;-0,821
"vender";-0,004;0,299;1,212;-0,735;-0,821
"venda";-1,082;0,767;2,601;-0,551;-0,615
"valorização";-1,444;-0,721;11,48;-0,735;-0,821
"transtorno";-1,444;0,299;-0,002;3,669;-0,821
"traficante";11,188;-0,721;-1,408;-0,735;-0,821
"torneio";-1,444;-0,721;11,48;-0,735;-0,821
"território";0,074;0,767;0,086;-0,551;-0,615
"terapeuta";-1,444;-0,721;11,48;-0,735;-0,821
"solto";4,876;-0,721;-0,002;-0,735;-0,821
"soberania";11,188;-0,721;-1,408;-0,735;-0,821
"seriedade";11,188;-0,721;-1,408;-0,735;-0,821
"sentimento";-0,004;-0,721;1,212;0,28;-0,821
"salvar";-1,444;-0,721;11,48;-0,735;-0,821
"safra";-1,444;-0,721;11,48;-0,735;-0,821
"rodoviário";-1,444;-0,721;11,48;-0,735;-0,821
"reunir";-1,082;6,181;0,086;-0,551;-0,615
"responsável";1,148;3,772;-1,408;-0,735;-0,821
"repúdio";-1,444;0,299;-0,002;3,669;-0,821
"representação";-0,004;-0,721;-1,408;10,903;-0,821
"relativo";4,876;0,299;-1,408;-0,735;-0,821
"relatar";1,148;-0,721;-0,002;0,28;-0,821
"regularização";-1,082;16,784;-1,054;-0,551;-0,615
"referência";0,074;-0,54;-1,054;6,041;-0,615
"realidade";-0,004;-0,721;1,212;0,28;-0,821
"quórum";8,38;-0,54;-1,054;-0,551;-0,615
"prático";1,148;-0,721;1,212;-0,735;-0,821
"profundo";8,38;-0,54;-1,054;-0,551;-0,615
"produção";-1,082;0,767;2,601;-0,551;-0,615
"produtivo";-1,444;3,772;1,212;-0,735;-0,821
"prioridade";-1,444;-0,721;11,48;-0,735;-0,821
"prever";-0,004;0,299;1,212;-0,735;-0,821
"preocupação";-0,004;-0,721;5,038;-0,735;-0,821
"prejuízo";-1,444;-0,721;11,48;-0,735;-0,821
"precedente";11,188;-0,721;-1,408;-0,735;-0,821
"pobre";-1,082;0,767;2,601;-0,551;-0,615
"plantão";4,876;-0,721;-0,002;-0,735;-0,821
"plantar";-0,004;-0,721;-0,002;3,669;-0,821
"plano";-1,444;-0,721;11,48;-0,735;-0,821
"perguntar";-1,082;-0,54;0,086;0,736;0,573
"pergunta";4,876;-0,721;-0,002;-0,735;-0,821
"paralisado";-1,444;22,407;-1,408;-0,735;-0,821
"parabenizá";-1,082;-0,54;0,086;6,041;-0,615
"pagamento";-1,082;-0,54;8,599;-0,551;-0,615
"paes";-1,444;22,407;-1,408;-0,735;-0,821
"orçamento";-1,082;-0,54;8,599;-0,551;-0,615
"organizar";-1,444;11,141;-1,408;-0,735;0,185
"oferecer";-1,444;-0,721;5,038;0,28;-0,821
"menor";-1,444;3,772;1,212;-0,735;-0,821
"maneira";4,876;-0,721;-1,408;0,28;-0,821
"local";-0,004;3,772;-0,002;-0,735;-0,821
"listar";-1,444;-0,721;-0,002;10,903;-0,821
"linha";-1,444;22,407;-1,408;-0,735;-0,821
"liderança";0,074;-0,54;-1,054;0,736;0,573
"lamentável";1,148;-0,721;-0,002;0,28;-0,821
"juventude";-1,444;3,772;-0,002;0,28;-0,821
"justificar";2,507;0,767;-1,054;-0,551;-0,615
"jeito";0,074;0,767;0,086;-0,551;-0,615
"irã";0,074;-0,54;0,086;0,736;-0,615
"instalação";-1,444;3,772;1,212;-0,735;-0,821
"impacto";-1,444;11,141;-0,002;-0,735;-0,821
"identidade";-1,082;-0,54;-1,054;16,465;-0,615
"greve";-1,444;-0,721;11,48;-0,735;-0,821
"frase";-1,082;0,767;0,086;0,736;-0,615
"foro";2,507;-0,54;0,086;-0,551;-0,615
"fisioterapeuta";-1,444;-0,721;11,48;-0,735;-0,821
"filho";-1,444;-0,721;-0,002;10,903;-0,821
"fiança";11,188;-0,721;-1,408;-0,735;-0,821
"favela";1,148;0,299;-0,002;-0,735;-0,821
"familiar";-0,004;-0,721;5,038;-0,735;-0,821
"exposição";-1,444;-0,721;11,48;-0,735;-0,821
"exceção";-0,004;0,299;-0,002;0,28;-0,821
"estacionamento";-1,082;-0,54;-1,054;16,465;-0,615
"essencial";-0,004;0,299;-0,002;0,28;-0,821
"esperança";-1,444;-0,721;11,48;-0,735;-0,821
"espectro";-1,444;-0,721;-1,408;21,981;-0,821
"escolher";-1,082;0,767;0,086;-0,551;0,573
"escola";-1,082;0,767;0,086;0,736;-0,615
"erro";2,507;0,767;-1,054;-0,551;-0,615
"equilíbrio";2,507;-0,54;-1,054;0,736;-0,615
"envolvimento";11,188;-0,721;-1,408;-0,735;-0,821
"envolvido";2,507;-0,54;0,086;-0,551;-0,615
"entrar";-1,444;-0,721;11,48;-0,735;-0,821
"engenharia";-1,082;0,767;0,086;0,736;-0,615
"emenda";-0,004;-0,721;-1,408;10,903;-0,821
"elétrico";-1,444;11,141;-0,002;-0,735;-0,821
"econômico";-0,004;3,772;-0,002;-0,735;-0,821
"dispor";-1,082;0,767;0,086;0,736;-0,615
"determinado";4,876;-0,721;-0,002;-0,735;-0,821
"descaso";-1,444;11,141;-0,002;-0,735;-0,821
"denunciar";4,876;-0,721;-0,002;-0,735;-0,821
"deliberativo";2,507;-0,54;-1,054;0,736;-0,615
"delação";1,148;3,772;-1,408;-0,735;-0,821
"defensor";-1,082;-0,54;0,086;6,041;-0,615
"criminalidade";-1,444;-0,721;11,48;-0,735;-0,821
"crescer";-0,004;0,299;1,212;-0,735;-0,821
"corrêa";-1,444;-0,721;-1,408;21,981;-0,821
"correto";-0,004;-0,721;5,038;-0,735;-0,821
"corpo";0,074;-0,54;0,086;0,736;-0,615
"consciência";4,876;0,299;-1,408;-0,735;-0,821
"conjunto";1,148;-0,721;1,212;-0,735;-0,821
"congressista";8,38;-0,54;-1,054;-0,551;-0,615
"cometido";4,876;-0,721;-0,002;-0,735;-0,821
"combater";-0,004;0,299;-0,002;0,28;-0,821
"ceará";-1,082;-0,54;-1,054;-0,551;14,746
"causar";-0,004;0,299;1,212;-0,735;-0,821
"carreira";0,074;-0,54;2,601;-0,551;-0,615
"cara";1,148;0,299;-1,408;0,28;-0,821
"capacidade";-1,444;3,772;-0,002;0,28;-0,821
"calar";11,188;-0,721;-1,408;-0,735;-0,821
"baixo";-1,082;16,784;-1,054;-0,551;-0,615
"avançar";-0,004;0,299;1,212;-0,735;-0,821
"assassinar";11,188;-0,721;-1,408;-0,735;-0,821
"aproveitar";-0,004;0,299;1,212;-0,735;-0,821
"apreciação";11,188;-0,721;-1,408;-0,735;-0,821
"aposentadoria";-0,004;-0,721;5,038;-0,735;-0,821
"apontar";4,876;0,299;-1,408;-0,735;-0,821
"antigo";-1,444;0,299;5,038;-0,735;-0,821
"ampliar";-1,444;3,772;-0,002;0,28;-0,821
"ambiente";-1,444;-0,721;5,038;0,28;-0,821
"alyce";2,507;-0,54;0,086;-0,551;-0,615
"aguardar";4,876;-0,721;-0,002;-0,735;-0,821
"administrativo";-0,004;-0,721;5,038;-0,735;-0,821
"abstenção";11,188;-0,721;-1,408;-0,735;-0,821
"aberto";-1,444;0,299;-0,002;-0,735;3,117
"abençoar";-1,082;-0,54;-1,054;16,465;-0,615
"virar";-1,082;0,767;0,086;0,736;-0,615
"viação";-1,082;-0,54;2,601;0,736;-0,615
"via";0,074;0,767;0,086;-0,551;-0,615
"vergonha";0,074;0,767;0,086;-0,551;-0,615
"valorizar";0,074;-0,54;0,086;0,736;-0,615
"utilizar";0,074;0,767;-1,054;0,736;-0,615
"usado";0,074;0,767;0,086;-0,551;-0,615
"técnica";0,074;-0,54;2,601;-0,551;-0,615
"tráfico";0,074;6,181;-1,054;-0,551;-0,615
"travar";-1,082;0,767;2,601;-0,551;-0,615
"tranquilidade";-1,082;-0,54;8,599;-0,551;-0,615
"terceiro";-1,082;0,767;2,601;-0,551;-0,615
"taes";-1,082;-0,54;2,601;0,736;-0,615
"sustentar";2,507;-0,54;0,086;-0,551;-0,615
"suplente";-1,082;-0,54;-1,054;16,465;-0,615
"subir";-1,082;0,767;2,601;-0,551;-0,615
"sistema";0,074;-0,54;2,601;-0,551;-0,615
"silêncio";2,507;-0,54;0,086;-0,551;-0,615
"sertão";-1,082;0,767;2,601;-0,551;-0,615
"sequência";2,507;-0,54;-1,054;-0,551;0,573
"sensibilidade";0,074;-0,54;2,601;-0,551;-0,615
"seguro";-1,082;-0,54;8,599;-0,551;-0,615
"satisfação";-1,082;0,767;2,601;-0,551;-0,615
"ronnie";2,507;-0,54;0,086;-0,551;-0,615
"rondônia";-1,082;0,767;-1,054;-0,551;5,284
"rivaldo";8,38;-0,54;-1,054;-0,551;-0,615
"rito";8,38;-0,54;-1,054;-0,551;-0,615
"revogar";2,507;-0,54;0,086;-0,551;-0,615
"retornar";-1,082;-0,54;2,601;0,736;-0,615
"retirar";-1,082;0,767;2,601;-0,551;-0,615
"ressaltar";0,074;0,767;0,086;-0,551;-0,615
"requerimento";-1,082;6,181;0,086;-0,551;-0,615
"repetir";2,507;0,767;-1,054;-0,551;-0,615
"reiterar";-1,082;-0,54;8,599;-0,551;-0,615
"regimento";8,38;-0,54;-1,054;-0,551;-0,615
"referir";0,074;-0,54;2,601;-0,551;-0,615
"referendar";8,38;-0,54;-1,054;-0,551;-0,615
"recado";2,507;-0,54;0,086;-0,551;-0,615
"realização";0,074;-0,54;2,601;-0,551;-0,615
"quantitativo";-1,082;6,181;0,086;-0,551;-0,615
"quantidade";-1,082;-0,54;8,599;-0,551;-0,615
"qualificado";0,074;0,767;0,086;-0,551;-0,615
"proferido";8,38;-0,54;-1,054;-0,551;-0,615
"prevalecer";8,38;-0,54;-1,054;-0,551;-0,615
"presidente";-1,082;0,767;0,086;0,736;-0,615
"preocupar";-1,082;6,181;0,086;-0,551;-0,615
"preocupado";0,074;-0,54;2,601;-0,551;-0,615
"prender";8,38;-0,54;-1,054;-0,551;-0,615
"posição";2,507;-0,54;0,086;-0,551;-0,615
"porta";-1,082;-0,54;2,601;0,736;-0,615
"pet";-1,082;-0,54;8,599;-0,551;-0,615
"período";-1,082;6,181;0,086;-0,551;-0,615
"perspectiva";-1,082;16,784;-1,054;-0,551;-0,615
"periferia";-1,082;0,767;2,601;-0,551;-0,615
"pauta";-1,082;-0,54;8,599;-0,551;-0,615
"participar";0,074;-0,54;2,601;-0,551;-0,615
"orçamentário";-1,082;-0,54;2,601;0,736;-0,615
"opção";0,074;0,767;-1,054;0,736;-0,615
"olho";8,38;-0,54;-1,054;-0,551;-0,615
"novo";-1,082;6,181;-1,054;0,736;-0,615
"news";0,074;0,767;0,086;-0,551;-0,615
"negligência";0,074;-0,54;2,601;-0,551;-0,615
"natal";0,074;-0,54;2,601;-0,551;-0,615
"movimentação";0,074;6,181;-1,054;-0,551;-0,615
"motivo";0,074;0,767;0,086;-0,551;-0,615
"morto";2,507;-0,54;0,086;-0,551;-0,615
"morrer";2,507;-0,54;0,086;-0,551;-0,615
"morar";-1,082;16,784;-1,054;-0,551;-0,615
"mobilidade";-1,082;6,181;0,086;-0,551;-0,615
"militar";-1,082;0,767;2,601;-0,551;-0,615
"metrô";-1,082;16,784;-1,054;-0,551;-0,615
"mercado";-1,082;-0,54;2,601;0,736;-0,615
"material";2,507;0,767;-1,054;-0,551;-0,615
"liderar";-1,082;0,767;0,086;0,736;-0,615
"levantar";2,507;0,767;-1,054;-0,551;-0,615
"lessa";2,507;-0,54;0,086;-0,551;-0,615
"lembrança";-1,082;0,767;0,086;0,736;-0,615
"lançamento";-1,082;6,181;0,086;-0,551;-0,615
"jurídico";8,38;-0,54;-1,054;-0,551;-0,615
"julgamento";2,507;-0,54;-1,054;0,736;-0,615
"interno";2,507;0,767;-1,054;-0,551;-0,615
"internacional";8,38;-0,54;-1,054;-0,551;-0,615
"instrumento";0,074;-0,54;0,086;0,736;-0,615
"insegurança";-1,082;-0,54;8,599;-0,551;-0,615
"inquérito";8,38;-0,54;-1,054;-0,551;-0,615
"injustiçado";8,38;-0,54;-1,054;-0,551;-0,615
"injustiça";-1,082;-0,54;8,599;-0,551;-0,615
"iniciar";-1,082;-0,54;0,086;0,736;0,573
"influenciar";0,074;-0,54;2,601;-0,551;-0,615
"indústria";-1,082;6,181;-1,054;0,736;-0,615
"imposto";-1,082;0,767;2,601;-0,551;-0,615
"impossível";0,074;0,767;0,086;-0,551;-0,615
"impedir";0,074;0,767;0,086;-0,551;-0,615
"imediato";0,074;-0,54;2,601;-0,551;-0,615
"imaginar";-1,082;0,767;2,601;-0,551;-0,615
"imagem";0,074;-0,54;2,601;-0,551;-0,615
"ilegal";8,38;-0,54;-1,054;-0,551;-0,615
"ideia";2,507;-0,54;0,086;-0,551;-0,615
"homenagem";-1,082;-0,54;-1,054;16,465;-0,615
"homenagear";2,507;0,767;-1,054;-0,551;-0,615
"guararapes";-1,082;-0,54;2,601;0,736;-0,615
"graça";-1,082;-0,54;0,086;6,041;-0,615
"grato";-1,082;-0,54;-1,054;0,736;5,284
"generosidade";-1,082;-0,54;-1,054;6,041;0,573
"gabinete";0,074;-0,54;2,601;-0,551;-0,615
"futuro";0,074;-0,54;0,086;0,736;-0,615
"fundiário";-1,082;16,784;-1,054;-0,551;-0,615
"franco";2,507;0,767;-1,054;-0,551;-0,615
"flordelis";8,38;-0,54;-1,054;-0,551;-0,615
"fiscalização";-1,082;-0,54;8,599;-0,551;-0,615
"financeiro";-1,082;-0,54;8,599;-0,551;-0,615
"festa";-1,082;-0,54;8,599;-0,551;-0,615
"felicidade";-1,082;6,181;-1,054;0,736;-0,615
"fazenda";-1,082;0,767;2,601;-0,551;-0,615
"favorável";8,38;-0,54;-1,054;-0,551;-0,615
"fake";0,074;0,767;0,086;-0,551;-0,615
"extensão";-1,082;0,767;2,601;-0,551;-0,615
"expectativa";0,074;0,767;0,086;-0,551;-0,615
"excelente";-1,082;-0,54;0,086;6,041;-0,615
"exas";2,507;0,767;-1,054;-0,551;-0,615
"evangélico";-1,082;6,181;0,086;-0,551;-0,615
"estatuto";2,507;-0,54;-1,054;0,736;-0,615
"esquerdo";8,38;-0,54;-1,054;-0,551;-0,615
"esquecido";0,074;-0,54;2,601;-0,551;-0,615
"esclarecimento";8,38;-0,54;-1,054;-0,551;-0,615
"equipamento";-1,082;6,181;0,086;-0,551;-0,615
"envergonhar";0,074;0,767;0,086;-0,551;-0,615
"entregar";0,074;-0,54;2,601;-0,551;-0,615
"entrega";-1,082;-0,54;8,599;-0,551;-0,615
"empresário";-1,082;-0,54;2,601;0,736;-0,615
"elucidação";8,38;-0,54;-1,054;-0,551;-0,615
"eleitor";0,074;0,767;-1,054;0,736;-0,615
"disposição";-1,082;-0,54;0,086;6,041;-0,615
"diminuir";0,074;0,767;0,086;-0,551;-0,615
"difícil";0,074;0,767;0,086;-0,551;-0,615
"destinar";-1,082;-0,54;2,601;0,736;-0,615
"desrespeitar";-1,082;-0,54;2,601;0,736;-0,615
"desenvolver";-1,082;0,767;2,601;-0,551;-0,615
"democrático";8,38;-0,54;-1,054;-0,551;-0,615
"decente";-1,082;0,767;2,601;-0,551;-0,615
"dado";-1,082;-0,54;8,599;-0,551;-0,615
"código";2,507;-0,54;0,086;-0,551;-0,615
"cáceres";2,507;-0,54;-1,054;0,736;-0,615
"cultura";-1,082;0,767;2,601;-0,551;-0,615
"coração";2,507;-0,54;-1,054;0,736;-0,615
"convocar";0,074;0,767;0,086;-0,551;-0,615
"controlo";-1,082;0,767;2,601;-0,551;-0,615
"contribuir";-1,082;6,181;0,086;-0,551;-0,615
"contratar";2,507;-0,54;0,086;-0,551;-0,615
"continuidade";0,074;0,767;0,086;-0,551;-0,615
"contador";-1,082;16,784;-1,054;-0,551;-0,615
"consideração";2,507;-0,54;0,086;-0,551;-0,615
"consequência";-1,082;6,181;0,086;-0,551;-0,615
"conhecido";0,074;-0,54;-1,054;6,041;-0,615
"conduzir";0,074;6,181;-1,054;-0,551;-0,615
"comunicar";2,507;-0,54;-1,054;0,736;-0,615
"companheiro";0,074;0,767;0,086;-0,551;-0,615
"cometimento";8,38;-0,54;-1,054;-0,551;-0,615
"comercialização";-1,082;-0,54;8,599;-0,551;-0,615
"coerência";2,507;-0,54;-1,054;0,736;-0,615
"cobrança";0,074;-0,54;2,601;-0,551;-0,615
"chefe";8,38;-0,54;-1,054;-0,551;-0,615
"censura";0,074;0,767;0,086;-0,551;-0,615
"ccjc";8,38;-0,54;-1,054;-0,551;-0,615
"casado";-1,082;0,767;-1,054;6,041;-0,615
"caos";-1,082;6,181;0,086;-0,551;-0,615
"básico";-1,082;0,767;2,601;-0,551;-0,615
"busca";0,074;-0,54;2,601;-0,551;-0,615
"branco";2,507;0,767;-1,054;-0,551;-0,615
"botar";2,507;0,767;-1,054;-0,551;-0,615
"bets";-1,082;-0,54;8,599;-0,551;-0,615
"auto";8,38;-0,54;-1,054;-0,551;-0,615
"aumentar";-1,082;6,181;0,086;-0,551;-0,615
"atração";-1,082;-0,54;8,599;-0,551;-0,615
"assembleia";-1,082;-0,54;2,601;0,736;-0,615
"assegurar";2,507;-0,54;0,086;-0,551;-0,615
"aprofundamento";8,38;-0,54;-1,054;-0,551;-0,615
"apelo";2,507;-0,54;-1,054;0,736;-0,615
"andar";-1,082;6,181;0,086;-0,551;-0,615
"amplo";8,38;-0,54;-1,054;-0,551;-0,615
"agressão";-1,082;6,181;-1,054;0,736;-0,615
"administrar";-1,082;0,767;2,601;-0,551;-0,615
"acusação";0,074;0,767;-1,054;0,736;-0,615
"acudir";-1,082;0,767;2,601;-0,551;-0,615
"abrir";8,38;-0,54;-1,054;-0,551;-0,615
"ir";0,083;0,742;-0,307;-11,475;7,552
"fazer";3,455;0,214;2,063;0,014;-19,52
"todo";-1,12;1,266;14,084;1,069;-27,171
"ser";22,818;-0,386;0,18;-0,489;-23,43
"de";10,576;1,848;6,132;-8,641;-26,86
"em";0,387;-2,406;6,025;7,953;-23,329
"poder";7,505;-1,576;9,791;-3,798;-14,401
"agora";-2,118;2,047;0;-2,645;3,603
"porque";7,258;-0,051;0,277;-0,081;-10,828
"ter";-0,069;4,817;0,558;1,022;-13,243
"povo";-2,382;0,189;6,044;2,467;-8,925
"então";-0,325;-0,291;3,555;0,422;-2,697
"pessoa";-0,238;0,238;3,349;0,8;-8,371
"outro";-0,093;-0,011;2,551;0,086;-2,852
"bem";-3,929;-0,007;-0,528;38,158;-7,25
"sobre";4,488;0,238;3,349;-5,217;-8,371
"tempo";2,158;-0,024;0,132;-1,329;-0,794
