"Var1","Freq"
"cometer crime",1
"cometer esse",1
"cometeu um",1
"cometido contra",3
"cometido na",1
"cometimento de",3
"comida para",1
"comigo aqui",1
"comigo como",1
"comissão da",2
"comissão de",18
"comissão desta",1
"comissão do",2
"comissão lucas",1
"comissão ou",1
"comissão pela",1
"comissão_de_constituição_e_justiça acabou",1
"comissão_de_constituição_e_justiça dar",1
"comissão_de_constituição_e_justiça de",1
"comissão_de_constituição_e_justiça e",6
"comissões comissão",1
"comissões ele",1
"comissões em",1
"comissões mas",1
"comissões o",1
"como a",5
"como aconteceu",1
"como adpf",1
"como aqui",1
"como as",1
"como atividade",1
"como câmara",1
"como com",1
"como daniela",1
"como de",2
"como deputado",3
"como disse",1
"como é",6
"como elon",1
"como em",2
"como escudo",1
"como essa",2
"como essas",1
"como esse",3
"como esses",1
"como está",3
"como este",2
"como exemplo",1
"como falar",1
"como feirense",1
"como governador",1
"como guigui",1
"como inafiançáveis",1
"como lido",1
"como muito",1
"como não",1
"como nas",1
"como nesse",1
"como nunca",1
"como o",8
"como objetivo",1
"como orienta",12
"como os",1
"como pai",1
"como parlamentar",1
"como pets",1
"como pode",1
"como presidente",1
"como relator",1
"como representante",1
"como representantes",1
"como se",6
"como sempre",2
"como tal",1
"como também",1
"como terminou",1
"como todo",2
"como última",1
"como um",5
"como uma",1
"como única",1
"como vão",1
"companheiros citados",1
"companheiros que",1
"comparação com",1
"comparar um",1
"compareceu à",1
"comparecimento de",2
"compartilhado em",1
"compartilhar com",1
"compatível com",1
"compete mas",1
"competência não",1
"competência no",1
"competência nós",1
"competência sabe",1
"complementares na",1
"completam anos",1
"completamente emburacada",1
"completando mas",1
"completar anos",1
"complexa mas",1
"complexo industrial",2
"compõem a",1
"composta pela",1
"composto em",1
"compra do",1
"comprar um",1
"compreendam que",1
"compreendemos que",1
"compreendendo porque",1
"compreender infelizmente",1
"compreendido dentro",1
"compreendido fora",1
"comprometam com",2
"comprometidos em",1
"comprometimento com",1
"compromisso com",2
"compromisso de",3
"compromisso dele",1
"compromisso do",1
"compromisso na",1
"comprovar porque",1
"computador a",1
"cômputo na",1
"comunicação da",7
"comunicação de",5
"comunicação desta",16
"comunicação é",1
"comunicação social",3
"comunicações da",1
"comunicações de",1
"comunicações é",1
"comunicada à",1
"comunicado esta",1
"comunicado importantíssimo",1
"comunicar a",1
"comunidade bahá'í",1
"comunidades da",1
"comunidades localizadas",1
"comunidades próximas",2
"comunidades tradicionais",1
"comunique com",1
"comunistas e",1
"comuns em",1
"conceber que",1
"concede permissão",1
"conceder a",3
"conceder ao",1
"conceder esse",1
"conceder minuto",4
"concederei logo",1
"concedeu para",1
"concedida a",1
"concedido por",1
"concedo a",5
"concedo agora",1
"concedo minuto",4
"concedo um",1
"concessão da",1
"concessão das",1
"concessão de",1
"concessão dessa",1
"concessão do",1
"conclua a",1
"concluí peço",1
"concluindo presidente",1
"concluir a",1
"concluir agora",1
"concluir com",1
"concluir como",1
"concluir este",1
"concluir presidente",1
"concluir sr",3
"concluo estou",1
"concomitantemente será",1
"concordo com",1
"concordo em",1
"concreta que",1
"concreto essa",1
"concretos dos",1
"concretos estiverem",1
"concretos tornado",1
"concurso estão",1
"condenado e",1
"condenado mas",1
"condição básica",1
"condicente com",1
"condicionado numa",1
"condições a",1
"condições de",2
"condições insalubres",1
"condições morais",1
"condizentes com",1
"conduz essa",1
"conduza as",1
"conduzir seus",1
"conexão clara",1
"confea vinicius",1
"configurado o",1
"configurando o",1
"confirmada até",1
"confisco de",1
"conforme a",1
"conforme informado",1
"conforme sustenta",1
"conformidade com",1
"confortável sendo",1
"confundem com",1
"confundem se",1
"congelado a",1
"congressistas admitiu",1
"congressistas em",1
"congressistas não",1
"congresso caso",1
"congresso inclusão",1
"congresso nacional",9
"congresso o",1
"congresso pelo",1
"congresso um",1
"conhece bem",1
"conhece de",1
"conhecem a",2
"conhecer a",1
"conheci e",1
"conheci no",1
"conhecida como",1
"conhecida e",1
"conhecido como",1
"conhecimento a",1
"conheço o",1
"conjunta seag",1
"conjunto da",1
"conjunto de",2
"conluio com",1
"conosco aqui",2
"conosco hoje",1
"conosco olhem",1
"conosco para",1
"conquista da",1
"conquista de",1
"conquista do",1
"conquista nossa",1
"conquista para",2
"conquista que",1
"conquista também",1
"consagrado como",1
"consciência e",2
"consciência para",1
"consciência tranquila",1
"conscientes de",1
"conscientização da",1
"conscientização do",1
"conscientização inclusão",1
"conscientização mundial",1
"conscientização sobre",2
"consegue mais",1
"conseguem pagar",1
"conseguem ver",1
"conseguido se",1
"conseguimos aumentar",1
"conseguimos liberar",1
"conseguir essa",1
"conseguir expor",1
"conseguir mentir",1
"conseguirá novamente",1
"conseguiu pegar",1
"conselheiro de",1
"conselheiro do",2
"conselheiro federal",1
"conselheiro levando",1
"conselho da",1
"conselho de",2
"conselho federal",2
"conselho monetário",4
"conselho nacional",3
"conselho não",1
"conselho político",1
"conselho que",1
"consensuaram pelo",1
"consequência dessa",1
"consequências das",1
"consequências desde",1
"conservação da",1
"conservadora que",1
"conservadores e",1
"considera promulgada",1
"consideração a",1
"consideração que",1
"considerações de",1
"considerada a",2
"considerados foreiros",1
"considerados in",1
"considerando presentes",1
"considerando que",5
"considerar que",1
"considero correta",1
"considero parlamentar",1
"consignado que",1
"consolidação desse",1
"consome quem",1
"consonância com",1
"constante podemos",1
"constantemente um",1
"constatações foram",1
"constatei que",1
"constitucionais do",1
"constitucionais dos",2
"constitucional e",3
"constitucional esse",1
"constitucional nº",1
"constitui matéria",1
"constituição acima",1
"constituição agora",1
"constituição brasileira",4
"constituição como",1
"constituição de",1
"constituição deputado",1
"constituição e",2
"constituição é",4
"constituição esse",1
"constituição está",2
"constituição eu",1
"constituição federal",16
"constituição garante",1
"constituição justiça",1
"constituição mesmo",1
"constituição olha",1
"constituição ou",1
"constituição pela",1
"constituição presidente",1
"constituição quando",1
"constituição que",2
"constituição quer",1
"constituição reza",1
"constituição se",1
"constituição tem",1
"constituições de",1
"constituinte originário",1
"constroem e",1
"constrói e",1
"construção de",2
"construção e",1
"construção em",1
"construção jurisprudencial",2
"construída em",1
"construída uma",1
"construídas mais",1
"construído em",1
"construído um",1
"construídos ou",1
"consubstancia a",1
"consulta reais",1
"consumidores porque",1
"conta a",1
"conta com",1
"conta da",1
"conta das",1
"conta de",3
"conta do",1
"conta dos",1
"conta mas",1
"conta para",1
"conta pelos",1
"contabilidade do",1
"contabilidade milionária",1
"contador do",2
"contador o",1
"contag a",1
"contag do",1
"contagem regressiva",1
"contando o",1
"contar com",1
"contar eles",1
"contar o",1
"contas amofinam",1
"contas do",2
"contas estabeleceu",1
"contas públicas",1
"contas um",1
"contem com",2
"contem conosco",1
"contempla privilégios",1
"contempladas pelo",1
"contemplado com",1
"contemplado pois",1
"contemplei categorias",1
"contendo encostas",1
"conterrâneo o",1
"contexto de",1
"continua com",1
"continuado o",1
"continuam na",1
"continuamos fazendo",1
"continuar aqui",1
"continuar até",1
"continuar dessa",1
"continuar do",1
"continuar em",1
"continuar esta",1
"continuar fazendo",2
"continuar lutando",1
"continuar nessa",1
"continuar no",1
"continuar obstruindo",2
"continuar produzindo",2
"continuar servindo",1
"continuar trabalhando",2
"continuarão vivendo",1
"continuavam a",1
"continue abençoando",1
"continue com",1
"continuem acontecendo",1
"continuem assumindo",1
"continuem se",1
"continuemos trabalhando",1
"continuidade à",1
"continuidade da",2
"contra a",6
"contra as",1
"contra e",2
"contra marielle",1
"contra o",7
"contra os",1
"contra parlamentar",1
"contra pessoas",1
"contra restrições",1
"contra toda",1
"contra todo",1
"contra uma",1
"contra votei",1
"contramão do",1
"contrário esta",1
"contrário quer",1
"contratado com",1
"contrataram até",1
"contrataram o",1
"contrato da",1
"contrato é",1
"contratos ou",1
"contratos para",1
"contratos públicos",1
"contratos trazendo",1
"contribuindo de",1
"contribuir com",1
"contribuirmos inclusive",1
"controle de",1
"controle do",1
"contundente que",1
"convém deixar",1
"convém essa",1
"convenceu o",1
"convenções se",1
"convênios firmados",1
"convênios para",1
"convergência para",1
"conversando tanto",1
"convicção e",1
"convicção vota",1
"convictamente sim",1
"convidado de",1
"convidado deputado",1
"convidado que",1
"convidados de",1
"convidados também",1
"convido neste",1
"convido todos",1
"convite de",1
"convivem agora",1
"conviver aqui",1
"conviver com",1
"conviver conosco",1
"conviveu com",1
"convocado pela",1
"convocando o",1
"convocará oportunamente",1
"coopera para",1
"copacabana à",1
"copacabana certamente",1
"copacabana já",1
"cópia da",1
"cópia desse",1
"coração apertado",1
"coração e",1
"coração fica",1
"coragem de",1
"coragem tem",1
"corajosa é",1
"corajosos para",1
"coren quero",1
"corens do",1
"coronel agora",1
"coronel assis",7
"coronel chrisóstomo",4
"coronel o",1
"corpinho bonito",2
"corpo de",1
"corporação infelizmente",1
"corporativismo numa",1
"corpos nós",1
"correa apresentou",1
"corrêa desempenhou",1
"corrêa eu",1
"correa hoje",1
"correa parabéns",1
"correa por",1
"correa que",1
"corrêa que",1
"corredor dizendo",1
"correia depois",1
"correia lá",1
"correia nós",1
"correta e",1
"correta justa",1
"correta uma",1
"corretas por",1
"corrige isso",1
"corrige os",1
"corrigida e",1
"corrupção que",1
"corrupção vai",1
"corruptos desta",1
"cortado esse",1
"corte somados",1
"cortinas de",2
"costa como",1
"costa cuidou",1
"costa é",1
"costa foi",1
"costa o",1
"costa tem",1
"costumo dizer",1
"cotista da",1
"couto lá",1
"couto que",1
"covarde criminoso",1
"covardia em",1
"cpi da",1
"cpi para",1
"credenciados nesse",1
"credencial para",1
"crédito para",1
"crefito do",1
"cresce o",1
"crescer a",1
"cresceram os",1
"cresceu diante",1
"cresceu em",1
"cria essa",1
"criação da",2
"criação de",6
"criação e",1
"criação subsidiária",1
"criações de",1
"criada a",1
"criado inclusive",1
"criadores de",1
"criadores no",1
"criamos lá",1
"criança o",1
"crianças de",2
"crianças e",1
"crianças que",1
"criando a",1
"criar é",1
"criar essa",1
"criar obstáculos",1
"criar uma",2
"criaram plantaram",1
"criaremos uma",1
"crime a",1
"crime apontado",1
"crime bárbaro",1
"crime continuado",1
"crime da",1
"crime de",1
"crime é",2
"crime em",1
"crime esses",1
"crime foi",1
"crime hediondo",6
"crime inafiançável",9
"crime não",1
"crime nas",1
"crime nessas",1
"crime o",1
"crime ocorreu",1
"crime organizado",12
"crime ou",1
"crime quando",1
"crime que",5
"crime tão",1
"crimes a",1
"crimes ainda",1
"crimes como",1
"crimes contra",2
"crimes de",2
"crimes em",1
"crimes ensejadores",1
"crimes hediondos",1
"crimes mais",1
"crimes o",1
"crimes salvo",1
"crimes se",1
"criminal ou",1
"criminalidade com",1
"criminalidade e",1
"criminalidade isso",1
"criminalidade que",1
"criminosa além",1
"criminosa chamada",1
"criminosa com",1
"criminosa lá",1
"criminosa no",1
"criminosa por",1
"criminosa que",2
"criminoso explorador",1
"criminoso para",1
"criminoso pode",1
"criminoso que",1
"criminosos eles",1
"criminosos estavam",1
"criminosos hoje",1
"criminosos presos",1
"criminosos que",1
"criou esse",1
"criou o",1
"criou um",1
"cris e",1
"cris que",1
"crise do",2
"crise em",1
"crise por",1
"crise porque",1
"crise que",2
"crise se",1
"cristalina a",1
"cristãos depois",1
"cristo mudou",1
"cristo na",1
"critica esse",1
"crítica faz",1
"criticada e",1
"criticada o",1
"criticada precisa",1
"criticam está",1
"criticam para",1
"críticas e",1
"críticas eu",1
"cruel e",1
"cuida da",1
"cuida das",1
"cuidado e",1
"cuidado nós",1
"cuidado para",2
"cuidado também",1
"cuidam com",1
"cuidam das",1
"cuidar da",1
"cuidar de",2
"cuidar desses",1
"cuidar do",1
"cuidou do",1
"cuja decisão",1
"cuja família",1
"cuja relatoria",1
"cujas constatações",1
"cujo pronunciamento",1
"cujos nomes",1
"culpa de",1
"culpo apenas",1
"cultura do",1
"cultura o",1
"cultura que",1
"cumpre a",2
"cumpre uma",1
"cumprido o",1
"cumprimentá lo",1
"cumprimentar o",2
"cumprimentar que",1
"cumprimentar também",1
"cumprimentar todos",1
"cumprimentar uns",1
"cumprimento dessa",1
"cumprimento o",1
"cumprindo a",1
"cumprindo o",1
"cumprir a",2
"cumprir as",1
"cumprir um",1
"cumpriu o",2
"currículo do",1
"cursava história",1
"curso próprio",1
"curto mas",1
"curvar à",1
"custas processuais",1
"custeio a",1
"custeio esses",1
"custo da",1
"custo de",1
"custódia dos",1
"custódia é",1
"custódia o",3
"custódia será",1
"dá à",1
"da ac",1
"da áfrica",1
"da agricultura",5
"da alexandrina",1
"dá ao",1
"dá aos",1
"da aprovação",1
"da argentina",1
"da arrogância",1
"da associação",2
"da ata",1
"da atenção",1
"da autoridade",1
"da bahia",13
"da bancada",1
"da biodiversidade",1
"da blindagem",1
"da br",3
"da brasilidade",1
"da cadeia",1
"da caixa",9
"da câmara",7
"da câmara_dos_deputados",6
"da campanha",1
"da carne",1
"da casa",21
"da cassação",1
"da categoria",1
"da causa",1
"da ccj",1
"da cf",1
"da cidade",13
"da cms",1
"da cobertura",1
"da comissão",5
"da comissão_de_constituição_e_justiça",2
"da concessão",1
"da conscientização",1
"da constituição",8
"da construção",2
"da conta",1
"da contag",1
"dá continuidade",1
"da credencial",1
"da criação",4
"da crise",1
"da cultura",1
"da decisão",5
"da defensoria",7
"da defesa",1
"da deliberação",1
"da demanda",1
"da democracia",1
"da democratização",1
"da depressão",1
"da deputada",1
"dá dignidade",1
"da direita",1
"da doença",1
"dá é",1
"da economia",2
"da educação",2
"da eficácia",1
"da elucidação",1
"da emenda",1
"da emoção",1
"da empresa",1
"da enfermagem",3
"da engenharia",2
"da equipe",1
"da erika",1
"da esposa",1
"da ex",1
"da expressão",1
"da extração",1
"da extrema",2
"da fala",1
"da falta",1
"da família",6
"da fauna",1
"da fazenda",2
"da fé",1
"da federação",1
"da federal",2
"da fetag",1
"da fiança",1
"da fisioterapia",1
"da flordelis",1
"da frente",1
"da fronteira",1
"da garantia",2
"da gestão",3
"da gratificação",1
"da greve",1
"da guanabara",1
"da guarda",3
"da história",2
"da humanidade",1
"da idade",1
"da igreja",1
"da implantação",1
"da importação",2
"da importância",1
"da imunidade",4
"da inafiançabilidade",4
"da inclusão",1
"da incoercibilidade",1
"da índia",1
"da inovação",2
"da instrução",1
"da intelbras",1
"da intervenção",1
"da justiça",7
"da legalidade",1
"da legislação",2
"da legitimidade",1
"da lei",3
"dá liberdade",1
"da linha",1
"da lista",1
"da logística",2
"da luta",2
"da mãe",1
"da maioria",3
"dá mais",2
"da maneira",1
"da manhã",1
"da manifestação",1
"da marielle",1
"da matéria",2
"da mesa",2
"da mesma",1
"da milícia",1
"da minha",7
"da ministra",1
"da mortandade",1
"da morte",2
"da motivação",1
"da mulher",1
"da não",1
"da necessidade",1
"da nóbrega",1
"da nossa",16
"da ocupação",1
"da operação",4
"da oposição",2
"da organização",1
"da palavra",3
"dá para",1
"da paraíba",3
"da penitenciária",1
"da periferia",1
"da pessoa",2
"da polícia",9
"da política",3
"da população",4
"dá porque",1
"da praia",1
"da prefeitura",3
"da preocupação",1
"da presente",2
"da preservação",1
"da prestação",1
"da preventiva",2
"da previdência",1
"da primeira",1
"da prisão",19
"da procuradoria",1
"da própria",1
"da proteção",1
"da qual",1
"da questão",4
"da rede",2
"da reforma",2
"da região",2
"da regularização",1
"da república",1
"da residência",1
"da reunião",1
"da rota",1
"da saúde",7
"da sede",1
"da segurança",2
"da sessão",4
"da silva",3
"da sociedade",3
"da soja",1
"da sua",8
"da terapia",1
"da terceira",1
"da terra",1
"da tesla",1
"da tetê",1
"da tijuca",1
"da transbrasil",1
"da tribuna",2
"da tv",1
"da ufc",1
"da ufca",1
"dá uma",1
"da união",1
"da unilab",1
"da universidade",1
"da vacina",1
"da validade",1
"da vereadora",2
"da via",1
"da vida",2
"da vila",1
"da votação",2
"da zona",3
"dada a",2
"dado muita",1
"dado o",1
"dados do",1
"dados extraídos",1
"dados técnicos",1
"dali discute",1
"dandara essa",1
"dando conta",1
"dando desculpa",1
"dando exemplo",3
"dando nós",1
"dando o",1
"daniel a",1
"daniel depois",1
"daniel do",2
"daniel é",1
"daniel freitas",4
"daniel lá",1
"daniel o",1
"daniel silveira",7
"daniel tem",2
"daniela mercury",1
"danilo belo",1
"danos pessoais",1
"dão ô",1
"dão para",1
"daquela decisão",1
"daquela região",1
"daquela rodovia",1
"daquela suprema",1
"daquelas joias",1
"daquelas que",2
"daquele deputado",1
"daquele peixe",1
"daquele rabicho",1
"daquele trecho",1
"daqueles e",2
"daqueles elementos",1
"daqueles que",6
"daqui a",10
"daqui então",1
"daqui hoje",1
"daqui para",1
"daquilo mas",1
"daquilo que",1
"dar a",1
"dar aqui",1
"dar as",1
"dar carta",1
"dar certo",1
"dar como",1
"dar condições",1
"dar equilíbrio",1
"dar essa",1
"dar graça",1
"dar importância",1
"dar medalhas",1
"dar o",1
"dar para",1
"dar perspectiva",1
"dar poder",1
"dar preferência",1
"dar sabedoria",1
"dar sequência",1
"dar um",3
"dar uma",4
"dará um",1
"darci de",6
"darei mais",1
"daremos um",1
"darmos a",1
"das ações",1
"das alagoas",3
"das bancadas",1
"das bets",1
"das capitanias",1
"das chuvas",1
"das cidades",1
"das comissões",1
"das comunicações",2
"das constituições",1
"das convenções",1
"das cortinas",1
"das crianças",1
"das defensorias",3
"das deputadas",1
"das dez",1
"das ditaduras",1
"das eleições",1
"das empresas",1
"das entidades",3
"das entregas",1
"das espécies",1
"das esposas",2
"das fake",2
"das famílias",3
"das favelas",1
"das greves",1
"das guardas",1
"das horas",2
"das imagens",1
"das injustiças",1
"das instituições",4
"das intenções",1
"das investigações",1
"das joias",1
"das leis",2
"das loterias",2
"das magistradas",1
"das maiores",1
"das menores",1
"das milícias",2
"das minas",1
"das mudanças",1
"das nossas",6
"das penas",1
"das pessoas",7
"das prerrogativas",2
"das principais",2
"das prioridades",1
"das propagandas",1
"das quatro",1
"das razões",1
"das rodovias",2
"das seis",1
"das senhoras",1
"das servidoras",1
"das sras",1
"das transferências",1
"das universidades",2
"data horário",1
"de 7º",1
"de a",5
"de abertura",1
"de abril",7
"de abstenção",1
"de ação",2
"de acesso",1
"de acidentes",2
"de ações",2
"de acolhimento",3
"de acordo",3
"de acudir",2
"de acusação",1
"de administração",1
"de afastamento",1
"de agir",1
"de agressão",1
"de agressões",2
"de agricultores",1
"de agricultura",1
"de alagoas",1
"de algo",1
"de alguém",1
"de alguma",1
"de alguns",3
"de alimentos",1
"de amor",1
"de ampla",1
"de anápolis",6
"de andar",1
"de anderson",1
"de animais",4
"de ano",1
"de anos",9
"de antônio",1
"de aparte",8
"de apartes",3
"de apenas",1
"de apoio",1
"de aposentadoria",1
"de apreciação",1
"de apresentar",1
"de aprovar",2
"de áreas",1
"de areia",1
"de arroio",1
"de art",1
"de articulações",1
"de as",1
"de assassinato",2
"de assuntos",1
"de atendimento",2
"de atentado",1
"de atitude",1
"de atividades",1
"de atos",1
"de atraso",1
"de atuação",1
"de ausência",1
"de autazes",6
"de autoria",1
"de aves",1
"de azar",1
"de baixa",4
"de bancada",1
"de bancadas",1
"de barcos",1
"de base",2
"de bem",2
"de bilhões",9
"de bola",1
"de bolsonaro",1
"de brasileiros",2
"de brasília",1
"de cá",1
"de cáceres",2
"de cada",1
"de cálculo",1
"de canudos",1
"de capital",1
"de carinho",1
"de carreira",2
"de casa",2
"de casado",1
"de casados",1
"de chamar",2
"de chão",1
"de chegar",1
"de chiquinho",4
"de chuva",1
"de cidadania",7
"de cinco",3
"de circuito",1
"de clima",1
"de cocorobó",1
"de coerência",1
"de com",3
"de comércio",1
"de comissão",1
"de como",1
"de comunicação",26
"de comunicar",1
"de conceder",2
"de concreto",1
"de conseguir",1
"de considerar",1
"de constituição",2
"de contas",4
"de continuar",1
"de contribuir",1
"de controle",1
"de conviver",1
"de copacabana",2
"de corrupção",1
"de cortinas",1
"de cpi",1
"de crédito",1
"de crianças",1
"de criar",1
"de crime",6
"de crimes",3
"de criminosa",1
"de criminoso",1
"de cuidar",1
"de custódia",6
"de dar",3
"de das",1
"de de",1
"de debate",2
"de decidir",1
"de decisão",2
"de decisões",1
"de defesa",2
"de definição",1
"de dengue",1
"de dentro",1
"de denúncia",1
"de deputada",1
"de deputado",1
"de deputados",1
"de desconsiderar",1
"de desempenhar",1
"de desemprego",1
"de desenvolvimento",2
"de desobediência",1
"de determinados",3
"de deus",4
"de dez",1
"de dezembro",1
"de dias",4
"de diferentes",1
"de diligências",1
"de dimensionamento",1
"de dinheiro",1
"de direita",2
"de direitos",1
"de discussão",1
"de diversas",2
"de divulgação",2
"de dizer",2
"de dois",1
"de dólares",1
"de domingos",1
"de dos",1
"de drogas",4
"de duas",3
"de dúvida",3
"de e",6
"de educação",3
"de efeito",1
"de ela",1
"de ele",1
"de eleitores",1
"de elite",1
"de empreender",1
"de emprego",3
"de empregos",1
"de empresários",1
"de encontro",2
"de energia",1
"de enfermagem",2
"de engenharia",1
"de enquadramento",1
"de ensino",4
"de equilíbrio",1
"de equipamentos",2
"de escritório",1
"de espera",1
"de espírito",1
"de esportes",1
"de esquecendo",1
"de estacionamento",1
"de estado",2
"de estar",4
"de estarmos",1
"de esvaziamento",1
"de ética",4
"de evangelização",1
"de eventos",2
"de exemplo",1
"de exploração",2
"de extrema",3
"de fala",1
"de falar",2
"de família",1
"de famílias",1
"de fátima",1
"de fato",6
"de fauna",1
"de favela",1
"de fazer",8
"de feira",4
"de felicidade",1
"de fertilizantes",1
"de fiança",1
"de filigranas",1
"de filosofia",1
"de finanças",1
"de fiscalização",1
"de fisiológico",1
"de fisioterapia",2
"de flagrância",1
"de flagrante",1
"de flordelis",1
"de fome",1
"de fora",2
"de forma",19
"de fornecer",1
"de foro",1
"de freitas",1
"de frente",1
"de fronteira",1
"de fumaça",1
"de fumaças",1
"de fundamental",1
"de garante",1
"de garantia",1
"de garantias",2
"de garoupa",1
"de gás",1
"de gasto",1
"de gente",1
"de geração",1
"de goiás",2
"de governos",1
"de grãos",1
"de gritar",1
"de grupos",1
"de habitação",2
"de habitações",1
"de habitantes",1
"de hectares",1
"de heliópolis",1
"de história",2
"de hoje",16
"de homem",1
"de homens",1
"de humildes",1
"de idade",1
"de identidade",4
"de ilícitos",1
"de importante",1
"de importantes",1
"de imprensa",2
"de imunidade",1
"de imunização",1
"de imunizações",1
"de inclusão",1
"de inconstitucionalidade",1
"de indústria",1
"de informações",1
"de infraestrutura",2
"de inscritos",1
"de insegurança",2
"de inserir",1
"de insumos",1
"de integração",1
"de intensos",1
"de interferência",1
"de investigações",1
"de investimento",1
"de investimentos",2
"de israel",1
"de jaboatão",7
"de jaguaquara",1
"de jair",1
"de jequié",1
"de jeremoabo",1
"de jesus",1
"de juiz",1
"de julgar",1
"de justiça",12
"de lá",1
"de lançar",1
"de lege",1
"de lei",11
"de leite",2
"de licenciamento",1
"de liderança",2
"de lideranças",1
"de liderar",2
"de líderes",2
"de ligação",6
"de linha",1
"de linhares",3
"de locais",1
"de locomoção",1
"de londrina",1
"de luís",1
"de luta",2
"de lutar",1
"de máfias",1
"de maior",4
"de mais",6
"de mal",1
"de manaus",2
"de mandante",1
"de mandantes",2
"de mandar",1
"de maneira",1
"de manhã",1
"de manicômios",1
"de manifestar",1
"de manter",1
"de março",1
"de marielle",13
"de mas",1
"de masculinidade",1
"de matéria",1
"de mato",1
"de matos",8
"de mattos",15
"de me",1
"de medicamentos",3
"de medida",5
"de mercado",1
"de metrô",1
"de mil",12
"de milhão",1
"de milhares",1
"de milhões",4
"de mim",2
"de minas",7
"de minha",2
"de minuto",2
"de minutos",5
"de miséria",1
"de mitigação",1
"de modo",2
"de moradia",5
"de morro",1
"de morte",2
"de mortes",1
"de mossoró",2
"de mostrar",1
"de moura",1
"de muita",1
"de muito",1
"de na",1
"de não",1
"de narrativa",1
"de natal",1
"de negacionismo",1
"de negociação",1
"de nenhum",1
"de ninguém",2
"de nos",1
"de nós",8
"de nossa",4
"de nossas",1
"de novo",2
"de novos",1
"de num",1
"de o",7
"de obedecer",1
"de obra",1
"de obras",1
"de obstrução",3
"de ocupar",2
"de ódio",1
"de onde",1
"de ônibus",3
"de ontem",1
"de opinião",1
"de organização",2
"de outro",1
"de outros",1
"de ouvir",2
"de ouvirmos",1
"de pagar",1
"de páginas",1
"de países",1
"de palhoça",2
"de papel",1
"de paquetá",1
"de para",2
"de parabéns",2
"de parecer",1
"de parlamentar",4
"de participação",2
"de partidos",1
"de pássaros",6
"de passo",2
"de paula",5
"de pedido",1
"de pedir",3
"de pedreiro",1
"de peito",1
"de pela",1
"de pequeno",1
"de perda",1
"de permanência",1
"de pernambuco",2
"de pessoa",1
"de pessoas",12
"de petróleo",1
"de pior",1
"de plantão",3
"de pobreza",1
"de poder",1
"de polícia",2
"de políticas",1
"de porto",2
"de possibilidade",1
"de potássio",6
"de pouco",1
"de praxe",2
"de predominância",1
"de prejudicar",1
"de presença",2
"de preservar",1
"de presidir",1
"de previdência",1
"de primeira",1
"de prisão",6
"de proagro",1
"de problemas",1
"de processo",3
"de produtor",1
"de produtores",1
"de produzir",2
"de profissionais",2
"de profissional",1
"de progressão",2
"de projeto",2
"de proposição",1
"de proteção",1
"de proteger",1
"de provar",1
"de providência",1
"de providências",1
"de qual",1
"de qualidade",3
"de qualquer",1
"de quarta",2
"de quase",2
"de que",30
"de querido",1
"de quilômetros",2
"de quilos",1
"de quórum",1
"de reafirmar",1
"de reais",15
"de redes",1
"de referência",1
"de referendar",1
"de registrar",2
"de regras",1
"de relatar",2
"de renda",1
"de repercussão",1
"de representação",1
"de representantes",1
"de representar",1
"de resolução",1
"de respectivamente",1
"de respeitar",1
"de respeito",3
"de retirar",1
"de retomada",1
"de retomar",1
"de revolta",1
"de risco",1
"de riscos",1
"de rondônia",1
"de roraima",1
"de roubos",1
"de ruim",1
"de rurais",1
"de sá",3
"de saber",2
"de salvador",3
"de sangue",2
"de santa",6
"de santana",7
"de são",17
"de saúde",6
"de se",6
"de seguindo",1
"de seguir",1
"de segurança",3
"de semana",2
"de sempre",2
"de sena",1
"de senhoras",2
"de sepulturas",1
"de ser",8
"de será",5
"de sergipe",2
"de servente",1
"de servidores",7
"de seu",4
"de seus",1
"de silêncio",2
"de situações",1
"de soares",1
"de sobra",1
"de soja",1
"de solicitar",1
"de solidariedade",1
"de solução",1
"de sua",1
"de suas",3
"de subsolo",2
"de substituir",1
"de sucateamento",1
"de sufocar",1
"de sul",1
"de suma",1
"de tartaruga",1
"de tempo",1
"de tenha",1
"de ter",4
"de terapia",1
"de terras",1
"de toda",3
"de todo",4
"de todos",8
"de tombar",1
"de toneladas",1
"de toni",1
"de torneios",1
"de trabalhadores",3
"de trabalho",9
"de traficantes",1
"de transferência",1
"de transição",1
"de transmissão",1
"de tratar",2
"de trazer",1
"de tribunal",1
"de tudo",7
"de uberlândia",1
"de um",43
"de uma",40
"de uns",1
"de v",4
"de vacilo",1
"de vacinação",1
"de vagas",1
"de valorização",2
"de vários",1
"de verdade",1
"de vereador",2
"de vereadores",1
"de viação",3
"de vias",1
"de vida",4
"de vidas",2
"de vingança",1
"de violência",1
"de visitar",1
"de vista",5
"de vitória",1
"de viva",1
"de viver",1
"de você",1
"de vocês",2
"de vociferar",1
"de votação",4
"de votar",1
"de votarmos",1
"de voto",1
"de votos",2
"debaixo do",1
"debate acerca",1
"debate com",1
"debate como",1
"debate da",1
"debate de",2
"debate e",1
"debate é",1
"debate em",1
"debate nós",1
"debate o",1
"debate para",1
"debate profundo",1
"debate sério",3
"debater esse",1
"debates em",1
"debates no",1
"debruçou se",1
"década de",1
"décadas o",1
"decano da",1
"decente para",1
"decentes pois",1
"decidam quem",1
"decidido aqui",1
"decidido tem",1
"decidir e",1
"decidiu foi",1
"decidiu foram",1
